outcome,family,arm,comparison,estimate,se,df_satterthwaite,t,p_unadjusted,p_bonferroni,ci_lo_bonferroni,ci_hi_bonferroni,bonferroni_m,ci_level,sig_unadjusted,sig_bonferroni,scoring,improvement,n_subj,N_obs,model
JAST_arja,JAST,Intervention,T3 - T1,0.8577721800311324,0.15009837307846274,74.07480478344692,5.714733360785588,2.1651909097265494e-07,6.495572729179649e-07,0.490097026579584,1.225447333482681,3,98.33% per-comparison (= 95% familywise over 3),True,True,higher = better,True,41,119,Outcome ~ Group*Time + VerbalStatus + (1|participant)
JAST_aija,JAST,Control,T2 - T1,0.7452262213429046,0.2331054445137906,74.63394985050348,3.1969490154864952,0.0020375663380010523,0.006112699014003157,0.17431933984476067,1.3161331028410486,3,98.33% per-comparison (= 95% familywise over 3),True,True,higher = better,True,41,119,Outcome ~ Group*Time + VerbalStatus + (1|participant)
JAST_aija,JAST,Control,T3 - T2,-0.07855955467623721,0.23310544451379045,74.63394985324969,-0.33701295497450146,0.737053023483892,1.0,-0.6494664361738974,0.492347326821423,3,98.33% per-comparison (= 95% familywise over 3),False,False,higher = better,False,41,119,Outcome ~ Group*Time + VerbalStatus + (1|participant)
JAST_aija,JAST,Control,T3 - T1,0.6666666666666674,0.2252612152767869,73.61105770969387,2.9595270799170157,0.00414271043775258,0.01242813131325774,0.11479491493049654,1.2185384184028383,3,98.33% per-comparison (= 95% familywise over 3),True,True,higher = better,True,41,119,Outcome ~ Group*Time + VerbalStatus + (1|participant)
JAST_aija,JAST,Intervention,T2 - T1,2.118876795406253,0.23487823705494135,74.1410610441297,9.021171233121176,1.4933137820279385e-13,4.479941346083815e-13,1.5435400967617134,2.6942134940507927,3,98.33% per-comparison (= 95% familywise over 3),True,True,higher = better,True,41,119,Outcome ~ Group*Time + VerbalStatus + (1|participant)
JAST_aija,JAST,Intervention,T3 - T2,-0.10902347686594416,0.23899789403968966,74.73797540185306,-0.4561691947287157,0.6495911383913159,1.0,-0.6943430214400138,0.4762960677081255,3,98.33% per-comparison (= 95% familywise over 3),False,False,higher = better,False,41,119,Outcome ~ Group*Time + VerbalStatus + (1|participant)
JAST_aija,JAST,Intervention,T3 - T1,2.009853318540309,0.23487823705494137,74.14106103978936,8.557001039096592,1.1283531166620004e-12,3.385059349986001e-12,1.434516619894989,2.585190017185629,3,98.33% per-comparison (= 95% familywise over 3),True,True,higher = better,True,41,119,Outcome ~ Group*Time + VerbalStatus + (1|participant)
GARS_rr,GARS-3,Control,T2 - T1,-1.7905475156167228,0.8586083137094553,77.93124189711165,-2.0854066831486873,0.040305720102590974,0.12091716030777291,-3.8913504923113074,0.31025546107786184,3,98.33% per-comparison (= 95% familywise over 3),True,False,lower = better,True,43,124,Outcome ~ Group*Time + VerbalStatus + (1|participant)
GARS_rr,GARS-3,Control,T3 - T2,-0.3485653867389722,0.8607454504044605,77.27549681680625,-0.4049575708767126,0.6866275515234517,1.0,-2.45499095995339,1.7578601864754457,3,98.33% per-comparison (= 95% familywise over 3),False,False,lower = better,True,43,124,Outcome ~ Group*Time + VerbalStatus + (1|participant)
GARS_rr,GARS-3,Control,T3 - T1,-2.139112902355695,0.8434289362276063,77.74971129282679,-2.5362100000069687,0.013210121298621884,0.039630363895865654,-4.202881772992505,-0.07534403171888515,3,98.33% per-comparison (= 95% familywise over 3),True,True,lower = better,True,43,124,Outcome ~ Group*Time + VerbalStatus + (1|participant)
GARS_rr,GARS-3,Intervention,T2 - T1,-7.529773353268816,0.8641399262661413,77.7853077622424,-8.713604272174047,3.9625340956121853e-13,1.1887602286836556e-12,-9.644198163333911,-5.41534854320372,3,98.33% per-comparison (= 95% familywise over 3),True,True,lower = better,True,43,124,Outcome ~ Group*Time + VerbalStatus + (1|participant)
