outcome,model,quantity,term,spss,python,abs_diff,rel_diff
ACSF_tp,B_verbal_adjusted,EMM contrast SE,group diff at T1,0.18296335766379,0.1829633585562973,8.925073180510168e-10,4.878065911378121e-09
ACSF_tp,B_verbal_adjusted,EMM contrast df (Satterthwaite),group diff at T1,56.231826636847,56.23325217498737,0.0014255381403671663,2.535109075459154e-05
ACSF_tp,B_verbal_adjusted,EMM contrast p,group diff at T1,0.28792231388731,0.2879222005598372,1.1332747279491073e-07,3.9360434161857286e-07
ACSF_tp,B_verbal_adjusted,EMM contrast CI lower,group diff at T1,-0.17019456860168,-0.1701943662220385,2.0237964148961396e-07,1.1891075206004914e-06
ACSF_tp,B_verbal_adjusted,EMM contrast CI upper,group diff at T1,0.56277804363426,0.5627778412761156,2.0235814435221045e-07,3.595700767667468e-07
ACSF_tp,B_verbal_adjusted,EMM contrast estimate,group diff at T2,-0.05453371306502,-0.054533712968092,9.692800034821758e-11,1.7773959428115832e-09
ACSF_tp,B_verbal_adjusted,EMM contrast SE,group diff at T2,0.18593215763794,0.185932158619091,9.811509937840412e-10,5.276930070884277e-09
ACSF_tp,B_verbal_adjusted,EMM contrast df (Satterthwaite),group diff at T2,59.054114616281,59.05561824311577,0.0015036268347685677,2.5461847062457244e-05
ACSF_tp,B_verbal_adjusted,EMM contrast p,group diff at T2,0.7703218801659,0.7703218556204876,2.4545412369292308e-08,3.186383900195863e-08
ACSF_tp,B_verbal_adjusted,EMM contrast CI lower,group diff at T2,-0.42657596787741,-0.4265757717297655,1.9614764446007626e-07,4.598187878142387e-07
ACSF_tp,B_verbal_adjusted,EMM contrast CI upper,group diff at T2,0.31750854174737,0.3175083457935814,1.9595378858427992e-07,6.171606833185396e-07
ACSF_tp,B_verbal_adjusted,EMM contrast estimate,group diff at T3,-0.058835088653781,-0.0588350885850945,6.868650093139195e-11,1.167441105350962e-09
ACSF_tp,B_verbal_adjusted,EMM contrast SE,group diff at T3,0.1850318122392,0.1850318131918571,9.52657092101461e-10,5.1486124497873526e-09
ACSF_tp,B_verbal_adjusted,EMM contrast df (Satterthwaite),group diff at T3,58.130952192122,58.13243025923647,0.0014780671144691837,2.5426507888331025e-05
ACSF_tp,B_verbal_adjusted,EMM contrast p,group diff at T3,0.75164502870821,0.7516450013215853,2.7386624745773247e-08,3.6435582887896386e-08
ACSF_tp,B_verbal_adjusted,EMM contrast CI lower,group diff at T3,-0.42919873851492,-0.4291985403177648,1.9819715524338477e-07,4.6178410479297097e-07
ACSF_tp,B_verbal_adjusted,EMM contrast CI upper,group diff at T3,0.31152856120736,0.3115283631475756,1.9805978440645688e-07,6.357676600786022e-07
ACSF_cc,A_unadjusted,EMM contrast estimate,group diff at T1,0.19264069264069,0.1926406926406853,4.690692279041286e-15,2.434943632491128e-14
ACSF_cc,A_unadjusted,EMM contrast SE,group diff at T1,0.23445547675273,0.2344554795620711,2.8093410930907226e-09,1.1982407628095684e-08
ACSF_cc,A_unadjusted,EMM contrast df (Satterthwaite),group diff at T1,51.880103594504,51.88109752836776,0.0009939338637607875,1.9158286026747285e-05
ACSF_cc,A_unadjusted,EMM contrast p,group diff at T1,0.41503534811794,0.415035281940684,6.617725600843727e-08,1.5944968617379495e-07
ACSF_cc,A_unadjusted,EMM contrast CI lower,group diff at T1,-0.27785452203306,-0.2778543126131833,2.0941987671774243e-07,7.537033235429042e-07
ACSF_cc,A_unadjusted,EMM contrast CI upper,group diff at T1,0.66313590731444,0.663135697894554,2.0941988609912698e-07,3.1580236236525506e-07
ACSF_cc,A_unadjusted,EMM contrast estimate,group diff at T2,-0.31920970499491,-0.3192097053762853,3.8137526470194416e-10,1.1947483385820785e-09
ACSF_cc,A_unadjusted,EMM contrast SE,group diff at T2,0.2373954746823,0.237395477458057,2.7757570131292653e-09,1.1692543915775929e-08
ACSF_cc,A_unadjusted,EMM contrast df (Satterthwaite),group diff at T2,54.091027110767,54.09206606889591,0.0010389581289089733,1.9207587365301946e-05
ACSF_cc,A_unadjusted,EMM contrast p,group diff at T2,0.18435552844663,0.1843554257099763,1.0273665371207663e-07,5.572746018398813e-07
ACSF_cc,A_unadjusted,EMM contrast CI lower,group diff at T2,-0.7951406323799,-0.7951404293294756,2.0305042436330467e-07,2.553641659030347e-07
ACSF_cc,A_unadjusted,EMM contrast CI upper,group diff at T2,0.15672122239007,0.156721018576905,2.0381316498396806e-07,1.3004822312876616e-06
ACSF_cc,A_unadjusted,EMM contrast estimate,group diff at T3,-0.29861606690931,-0.2986160671978766,2.8856661504761405e-10,9.663465801900474e-10
ACSF_cc,A_unadjusted,EMM contrast SE,group diff at T3,0.23652871948344,0.236528722270105,2.786664982101783e-09,1.178150792084631e-08
ACSF_cc,A_unadjusted,EMM contrast df (Satterthwaite),group diff at T3,53.401665763625,53.40269068021424,0.00102491658924464,1.9192595859861186e-05
ACSF_cc,A_unadjusted,EMM contrast p,group diff at T3,0.21225663256287,0.2122565326869641,9.987590590676554e-08,4.705431566534558e-07
ACSF_cc,A_unadjusted,EMM contrast CI lower,group diff at T3,-0.77294931358264,-0.7729491085820926,2.0500054731531492e-07,2.652186161666049e-07
ACSF_cc,A_unadjusted,EMM contrast CI upper,group diff at T3,0.17571717976402,0.1757169741863393,2.0557768068418802e-07,1.1699350112508595e-06
ACSF_cc,B_verbal_adjusted,EMM contrast estimate,group diff at T1,0.18142580162953,0.1814258016260059,3.5240976803407875e-12,1.9424456988410977e-11
ACSF_cc,B_verbal_adjusted,EMM contrast SE,group diff at T1,0.21098261454787,0.2109826150045282,4.566581834897221e-10,2.1644351335219167e-09
ACSF_cc,B_verbal_adjusted,EMM contrast df (Satterthwaite),group diff at T1,54.671061893394,54.67282767240111,0.0017657790071154977,3.22982387018325e-05
ACSF_cc,B_verbal_adjusted,EMM contrast p,group diff at T1,0.39359451989693,0.393594400143373,1.1975355701521195e-07,3.042561594774532e-07
ACSF_cc,B_verbal_adjusted,EMM contrast CI lower,group diff at T1,-0.24144999480517,-0.2414496868526451,3.07952524897237e-07,1.2754298261456955e-06
ACSF_cc,B_verbal_adjusted,EMM contrast CI upper,group diff at T1,0.60430159806423,0.604301290104657,3.079595729538198e-07,5.096123755758915e-07
ACSF_cc,B_verbal_adjusted,EMM contrast estimate,group diff at T2,-0.33062290430332,-0.3306229044574,1.5408002651540187e-10,4.660294991966008e-10
ACSF_cc,B_verbal_adjusted,EMM contrast SE,group diff at T2,0.21417927465877,0.2141792750927692,4.339991976909374e-10,2.026336107367924e-09
ACSF_cc,B_verbal_adjusted,EMM contrast df (Satterthwaite),group diff at T2,57.306787435862,57.30862245537105,0.0018350195090519605,3.202098025658343e-05
ACSF_cc,B_verbal_adjusted,EMM contrast p,group diff at T2,0.12817206848159,0.1281718933651232,1.7511646679957416e-07,1.3662607530183304e-06
ACSF_cc,B_verbal_adjusted,EMM contrast CI lower,group diff at T2,-0.75945974939035,-0.7594594544477763,2.9494257369755417e-07,3.883584007372568e-07
ACSF_cc,B_verbal_adjusted,EMM contrast CI upper,group diff at T2,0.098213940783706,0.0982136455329761,2.9525072990643775e-07,3.0061998077916526e-06
ACSF_cc,B_verbal_adjusted,EMM contrast estimate,group diff at T3,-0.30711690198666,-0.307116902135905,1.492450052431593e-10,4.859550362670758e-10
ACSF_cc,B_verbal_adjusted,EMM contrast SE,group diff at T3,0.21321435271451,0.213214353155932,4.4142201005570314e-10,2.0703203346106766e-09
ACSF_cc,B_verbal_adjusted,EMM contrast df (Satterthwaite),group diff at T3,56.453402821032,56.4552156674663,0.00181284643429791,3.2112261506095167e-05
ACSF_cc,B_verbal_adjusted,EMM contrast p,group diff at T3,0.15527361600395,0.1552734400154284,1.759885216168211e-07,1.1334090500754753e-06
ACSF_cc,B_verbal_adjusted,EMM contrast CI lower,group diff at T3,-0.73416088827561,-0.7341605891809158,2.9909469423383683e-07,4.073966606098393e-07
ACSF_cc,B_verbal_adjusted,EMM contrast CI upper,group diff at T3,0.11992708430229,0.1199267849091056,2.993931843969788e-07,2.4964601294093323e-06
